Word,VADER,AFINN,SentiWordNet,AverageScore
streak,0.0,0.0,0.18181818181818182,0.6060606060606061
mader,0.0,0.0,0.5,1.6666666666666667
trauma,-0.4215,-3.0,0.16666666666666666,-0.5849444444444445
kabaddi,0.0,0.0,0.0,0.0
swage,0.0,0.0,0.16666666666666666,0.5555555555555555
becomes,0.0,0.0,0.3333333333333333,1.111111111111111
stats,0.0,0.0,0.0,0.0
teams,0.0,0.0,0.2,0.6666666666666666
storiesin,0.0,0.0,0.0,0.0
martial,0.0,0.0,0.16666666666666666,0.5555555555555555
mahomesattributionamerican,0.0,0.0,0.0,0.0
australia,0.0,0.0,0.16666666666666666,0.5555555555555555
unauthorized,0.0,0.0,0.5,1.6666666666666667
media,0.0,0.0,0.2,0.6666666666666666
title-holder,0.0,0.0,0.18181818181818182,0.6060606060606061
major,0.0,0.0,0.13333333333333333,0.4444444444444444
minnesota,0.0,0.0,0.15384615384615385,0.5128205128205129
cling to,0.0,0.0,0.0,0.0
oklahoma,0.0,0.0,0.15384615384615385,0.5128205128205129
last-second heroics,0.5267,0.0,0.0,0.17556666666666665
goodbye,0.0,0.0,0.2,0.6666666666666666
been,0.0,0.0,0.5,1.6666666666666667
generated,0.0,0.0,0.4,1.3333333333333333
suspect,-0.296,-1.0,0.2222222222222222,0.30874074074074076
unique,0.0,0.0,0.5,1.6666666666666667
there,0.0,0.0,0.25,0.8333333333333334
legal,0.128,1.0,0.5,2.042666666666667
terms,0.0,0.0,0.2222222222222222,0.7407407407407408
owen,0.0,0.0,0.18181818181818182,0.6060606060606061
winning,0.5267,4.0,0.15384615384615385,2.021720512820513
katz,0.0,0.0,0.0,0.0
trail,0.0,0.0,0.2,0.6666666666666666
clubs,0.0,0.0,0.16666666666666666,0.5555555555555555
national,0.0,0.0,0.2222222222222222,0.7407407407407408
legendary goal,0.0,0.0,0.0,0.0
dedicated,0.4588,2.0,0.4,2.1529333333333334
updates,0.0,0.0,0.2,0.6666666666666666
volume,0.0,0.0,0.2857142857142857,0.9523809523809522
wilt,0.0,0.0,0.13333333333333333,0.4444444444444444
crafted,0.0,0.0,0.25,0.8333333333333334
marc,0.0,0.0,0.14285714285714285,0.4761904761904761
offers,0.0,0.0,0.2,0.6666666666666666
record-setting,0.0,0.0,0.0,0.0
miami,0.0,0.0,0.16666666666666666,0.5555555555555555
advance,0.0,0.0,0.18181818181818182,0.6060606060606061
appall,-0.5267,0.0,0.2857142857142857,0.7768142857142856
taken,0.0,0.0,0.4,1.3333333333333333
latest,0.0,0.0,0.2,0.6666666666666666
boyhow,0.0,0.0,0.0,0.0
pitch,0.0,0.0,0.2222222222222222,0.7407407407407408
disturbed,-0.3818,-2.0,0.4,0.5394
privacy,0.0,0.0,0.16666666666666666,0.5555555555555555
helpyour,0.0,0.0,0.0,0.0
méxico,0.0,0.0,0.0,0.0
louis,0.0,0.0,0.16666666666666666,0.5555555555555555
hole-in-one,0.0,0.0,0.0,0.0
states,0.0,0.0,0.18181818181818182,0.6060606060606061
connect,0.0,0.0,0.5,1.6666666666666667
respective,0.4215,0.0,0.5,1.8071666666666666
stun,0.0,0.0,0.2222222222222222,0.7407407407407408
taylor,0.0,0.0,0.15384615384615385,0.5128205128205129
challengers,0.1027,0.0,0.2,0.7009
plymouth,0.0,0.0,0.15384615384615385,0.5128205128205129
david,0.0,0.0,0.15384615384615385,0.5128205128205129
disputation,0.0,0.0,0.16666666666666666,0.5555555555555555
additional,0.0,0.0,0.5,1.6666666666666667
scores,0.0,0.0,0.2222222222222222,0.7407407407407408
messi,0.0,0.0,0.0,0.0
gilbert,0.0,0.0,0.18181818181818182,0.6060606060606061
periphery,0.0,0.0,0.2,0.6666666666666666
timberwolves,0.0,0.0,0.0,0.0
standings,0.0,0.0,0.2222222222222222,0.7407407407407408
rashford,0.0,0.0,0.0,0.0
stars,0.0,0.0,0.2,0.6666666666666666
angeles,0.0,0.0,0.0,0.0
worlds,0.0,0.0,0.2222222222222222,0.7407407407407408
videos,0.0,0.0,0.25,0.8333333333333334
real,0.0,0.0,0.2,0.6666666666666666
miguel,0.0,0.0,0.0,0.0
seize,0.0,0.0,0.4,1.3333333333333333
edition,0.0,0.0,0.14285714285714285,0.4761904761904761
laws,0.0,0.0,0.2,0.6666666666666666
pelicans,0.0,0.0,0.11764705882352941,0.39215686274509803
guts,0.0,0.0,0.16666666666666666,0.5555555555555555
wiz,0.0,0.0,0.2,0.6666666666666666
seattle,0.0,0.0,0.16666666666666666,0.5555555555555555
inbox,0.0,0.0,0.0,0.0
sunrisers,0.0,0.0,0.0,0.0
football,0.0,0.0,0.15384615384615385,0.5128205128205129
daze,-0.1779,0.0,0.18181818181818182,0.5467606060606062
retreat,0.2023,-1.0,0.18181818181818182,0.34016060606060616
disciplinary,0.0,0.0,0.5,1.6666666666666667
become,0.0,0.0,0.3333333333333333,1.111111111111111
indian,0.0,0.0,0.2,0.6666666666666666
rejoice,0.4404,4.0,0.4,2.813466666666667
bequest,0.0,0.0,0.2,0.6666666666666666
opts,0.0,0.0,0.5,1.6666666666666667
midsection,0.0,0.0,0.2,0.6666666666666666
eighth,0.0,0.0,0.2,0.6666666666666666
april,0.0,0.0,0.18181818181818182,0.6060606060606061
administrationattributionlondon,0.0,0.0,0.0,0.0
penalisation,0.0,0.0,0.2,0.6666666666666666
urhoghide,0.0,0.0,0.0,0.0
highlight reel,0.34,2.0,0.0,0.7799999999999999
professional,0.0,0.0,0.2,0.6666666666666666
satisfied,0.4215,2.0,0.2857142857142857,1.759547619047619
inter,0.0,0.0,0.2857142857142857,0.9523809523809522
player,0.0,0.0,0.2,0.6666666666666666
head,0.0,0.0,0.2,0.6666666666666666
comprehensive,0.25,2.0,0.18181818181818182,1.3560606060606062
paladin,0.0,0.0,0.18181818181818182,0.6060606060606061
sportfootballformula,0.0,0.0,0.0,0.0
disquieted,0.0,0.0,0.3333333333333333,1.111111111111111
emails,0.0,0.0,0.16666666666666666,0.5555555555555555
complete,0.0,0.0,0.3333333333333333,1.111111111111111
year,0.0,0.0,0.2222222222222222,0.7407407407407408
adept,0.0,0.0,0.2,0.6666666666666666
changed,0.0,0.0,0.5,1.6666666666666667
perfect game,0.5719,3.0,0.0,1.1906333333333332
proud,0.4767,2.0,0.5,2.4922333333333335
orlando,0.0,0.0,0.15384615384615385,0.5128205128205129
brestattributioneuropean,0.0,0.0,0.0,0.0
washington,0.0,0.0,0.14285714285714285,0.4761904761904761
deliver the goods,0.0,0.0,0.0,0.0
again,0.0,0.0,0.5,1.6666666666666667
dailyvincent,0.0,0.0,0.0,0.0
partner,0.0,0.0,0.2,0.6666666666666666
explore,0.0,0.0,0.3333333333333333,1.111111111111111
agree,0.3612,1.0,0.5,2.1204
bowling,0.0,0.0,0.18181818181818182,0.6060606060606061
might,0.0,0.0,0.2222222222222222,0.7407407407407408
sensation,0.0,0.0,0.18181818181818182,0.6060606060606061
sandbag,0.0,0.0,0.16666666666666666,0.5555555555555555
android,0.0,0.0,0.15384615384615385,0.5128205128205129
construction,0.0,0.0,0.16666666666666666,0.5555555555555555
lombardi,0.0,0.0,0.0,0.0
sportsfull,0.0,0.0,0.0,0.0
bellingham,0.0,0.0,0.16666666666666666,0.5555555555555555
apphelp,0.0,0.0,0.0,0.0
could,0.0,0.0,0.0,0.0
referee,0.0,0.0,0.18181818181818182,0.6060606060606061
pacers,0.0,0.0,0.1,0.3333333333333333
alex,0.0,0.0,0.0,0.0
get hold of,0.0,0.0,0.0,0.0
español,0.0,0.0,0.0,0.0
make headway,0.0,0.0,0.0,0.0
hurt,-0.5267,-2.0,0.16666666666666666,-0.2866777777777778
stay,0.0,0.0,0.2222222222222222,0.7407407407407408
glen,0.0,0.0,0.2,0.6666666666666666
sacramento,0.0,0.0,0.14285714285714285,0.4761904761904761
free kick,0.5106,1.0,0.0,0.5035333333333334
traffic,0.0,0.0,0.25,0.8333333333333334
long,0.0,0.0,0.4,1.3333333333333333
stripe,0.0,0.0,0.18181818181818182,0.6060606060606061
lose,-0.4019,0.0,0.5,1.5327
east,0.0,0.0,0.18181818181818182,0.6060606060606061
electric shock,-0.3818,-2.0,0.0,-0.7939333333333334
northwest,0.0,0.0,0.2,0.6666666666666666
intensiveness,0.0,0.0,0.2222222222222222,0.7407407407407408
cleared,0.1027,1.0,0.4,1.7009
list,0.0,0.0,0.2,0.6666666666666666
build,0.0,0.0,0.2222222222222222,0.7407407407407408
goodison,0.0,0.0,0.0,0.0
upturned,0.0,0.0,0.5,1.6666666666666667
historical,0.0,0.0,0.5,1.6666666666666667
shot,0.0,0.0,0.2,0.6666666666666666
giants,0.0,0.0,0.18181818181818182,0.6060606060606061
fissiparous,0.0,0.0,0.5,1.6666666666666667
malicious gossip,-0.1779,0.0,0.0,-0.0593
GOAT,0.0,0.0,0.10526315789473684,0.3508771929824561
bbcbbc,0.0,0.0,0.0,0.0
offend,-0.296,-2.0,0.2857142857142857,0.187047619047619
riders,0.0,0.0,0.2,0.6666666666666666
mailata,0.0,0.0,0.0,0.0
take,0.0,0.0,0.15384615384615385,0.5128205128205129
contract,0.0,0.0,0.18181818181818182,0.6060606060606061
roomattributionamerican,0.0,0.0,0.0,0.0
jose,0.0,0.0,0.0,0.0
대한민국,0.0,0.0,0.0,0.0
gritstone,0.0,0.0,0.15384615384615385,0.5128205128205129
mottle,0.0,0.0,0.2,0.6666666666666666
andrew,0.0,0.0,0.16666666666666666,0.5555555555555555
power play,0.34,0.0,0.0,0.11333333333333334
work,0.0,0.0,0.2,0.6666666666666666
Goat,0.0,0.0,0.10526315789473684,0.3508771929824561
confused,-0.3182,-2.0,0.25,0.06059999999999999
thunder,0.0,0.0,0.18181818181818182,0.6060606060606061
phase,0.0,0.0,0.2222222222222222,0.7407407407407408
exuberate,0.0,0.0,0.2857142857142857,0.9523809523809522
feedshelp,0.0,0.0,0.0,0.0
your,0.0,0.0,0.0,0.0
aerodynamics,0.0,0.0,0.13333333333333333,0.4444444444444444
james,0.0,0.0,0.16666666666666666,0.5555555555555555
since,0.0,0.0,0.0,0.0
febcole,0.0,0.0,0.0,0.0
kevin,0.0,0.0,0.0,0.0
some,0.0,0.0,0.5,1.6666666666666667
released,0.0,0.0,0.5,1.6666666666666667
summary,0.0,0.0,0.2222222222222222,0.7407407407407408
classicattributionbbc,0.0,0.0,0.0,0.0
signing,0.0,0.0,0.25,0.8333333333333334
wizards,0.0,0.0,0.2,0.6666666666666666
images,0.0,0.0,0.2,0.6666666666666666
reports,0.0,0.0,0.2,0.6666666666666666
draft,0.0,0.0,0.16666666666666666,0.5555555555555555
contentaccessibility,0.0,0.0,0.0,0.0
steps,0.0,0.0,0.18181818181818182,0.6060606060606061
italia,0.0,0.0,0.15384615384615385,0.5128205128205129
marketing,0.0,0.0,0.18181818181818182,0.6060606060606061
gill,0.0,0.0,0.16666666666666666,0.5555555555555555
montréal,0.0,0.0,0.0,0.0
named,0.0,0.0,0.3333333333333333,1.111111111111111
disconcert,0.0,0.0,0.25,0.8333333333333334
unbeatable team,0.0,0.0,0.0,0.0
leave,-0.0516,-1.0,0.2,0.3161333333333333
london,0.0,0.0,0.14285714285714285,0.4761904761904761
liveavailable,0.0,0.0,0.0,0.0
gumption,0.0,0.0,0.16666666666666666,0.5555555555555555
medal,0.4767,3.0,0.2,1.8255666666666668
minutes,0.0,0.0,0.18181818181818182,0.6060606060606061
lucknow,0.0,0.0,0.15384615384615385,0.5128205128205129
sportmenuhomefootballcricketformula,0.0,0.0,0.0,0.0
personal,0.0,0.0,0.15384615384615385,0.5128205128205129
traumatise,-0.5859,0.0,0.25,0.6380333333333333
host,0.0,0.0,0.2,0.6666666666666666
book,0.0,0.0,0.15384615384615385,0.5128205128205129
worked,0.0,0.0,0.5,1.6666666666666667
antetokounmpo,0.0,0.0,0.0,0.0
booster,0.0,0.0,0.2,0.6666666666666666
tuesday,0.0,0.0,0.16666666666666666,0.5555555555555555
unfoldedattributionamerican,0.0,0.0,0.0,0.0
heat,0.0,0.0,0.18181818181818182,0.6060606060606061
podcaststhings,0.0,0.0,0.0,0.0
reach,0.0258,1.0,0.18181818181818182,0.9479939393939395
defend,0.0,0.0,0.25,0.8333333333333334
boxing,0.0,0.0,0.15384615384615385,0.5128205128205129
century,0.0,0.0,0.2222222222222222,0.7407407407407408
executives,0.0,0.0,0.16666666666666666,0.5555555555555555
response,0.0,0.0,0.2222222222222222,0.7407407407407408
record-breaking team,0.0,0.0,0.0,0.0
unbeatable champion,0.5994,2.0,0.0,0.8664666666666667
match point,0.0,0.0,0.0,0.0
golf,0.0,0.0,0.15384615384615385,0.5128205128205129
israel,0.0,0.0,0.16666666666666666,0.5555555555555555
prevent,0.0258,-1.0,0.5,1.3419333333333334
after,0.0,0.0,0.5,1.6666666666666667
more,0.0,0.0,0.18181818181818182,0.6060606060606061
blames,-0.4019,-2.0,0.16666666666666666,-0.2450777777777778
dutch,0.0,0.0,0.2222222222222222,0.7407407407407408
sand,0.0,0.0,0.18181818181818182,0.6060606060606061
emls,0.0,0.0,0.0,0.0
osaze,0.0,0.0,0.0,0.0
word of farewell,0.0,0.0,0.0,0.0
laughingstock,0.0,0.0,0.2,0.6666666666666666
menumore,0.0,0.0,0.0,0.0
games,0.0,0.0,0.2,0.6666666666666666
aureate,0.0,0.0,0.5,1.6666666666666667
podcastsfootball,0.0,0.0,0.0,0.0
issa,0.0,0.0,0.0,0.0
contact,0.0,0.0,0.18181818181818182,0.6060606060606061
combat injury,-0.6369,-3.0,0.0,-1.2123
favorable,0.4767,2.0,0.5,2.4922333333333335
argentina,0.0,0.0,0.15384615384615385,0.5128205128205129
communications,0.0,0.0,0.18181818181818182,0.6060606060606061
error,-0.4019,-2.0,0.2,-0.13396666666666665
fast break,0.0,0.0,0.0,0.0
positionsattributionamerican,0.0,0.0,0.0,0.0
union,0.0,0.0,0.2222222222222222,0.7407407407407408
during,0.0,0.0,0.0,0.0
reloading,0.0,0.0,0.2857142857142857,0.9523809523809522
argument,-0.3612,0.0,0.2222222222222222,0.6203407407407407
report,0.0,0.0,0.2,0.6666666666666666
unstoppable,-0.2023,2.0,0.5,2.2659
holdings,0.0,0.0,0.16666666666666666,0.5555555555555555
rent,0.0,0.0,0.13333333333333333,0.4444444444444444
walk-off,0.0,0.0,0.0,0.0
engagement,0.4588,0.0,0.2,0.8196
buzzer-beater,0.0,0.0,0.0,0.0
nets,0.0,0.0,0.15384615384615385,0.5128205128205129
jar,0.0,0.0,0.16666666666666666,0.5555555555555555
yellow,0.0,0.0,0.18181818181818182,0.6060606060606061
greatest,0.6369,3.0,0.5,2.878966666666667
home,0.0,0.0,0.16666666666666666,0.5555555555555555
strike,-0.128,-1.0,0.15384615384615385,0.1368205128205128
grasp,0.0,0.0,0.16666666666666666,0.5555555555555555
goal,0.0,0.0,0.2222222222222222,0.7407407407407408
what,0.0,0.0,0.0,0.0
unvanquishable,0.0,0.0,0.5,1.6666666666666667
kids,0.0,0.0,0.2,0.6666666666666666
strength,0.4939,2.0,0.25,1.6646333333333334
sportenglandscotlandwalesnorthern,0.0,0.0,0.0,0.0
story,0.0,0.0,0.25,0.8333333333333334
arguing,-0.4588,0.0,0.16666666666666666,0.40262222222222216
brightest,0.6124,2.0,0.5,2.5374666666666665
record-breaking,0.0,0.0,0.5,1.6666666666666667
logos,0.0,0.0,0.14285714285714285,0.4761904761904761
lakers,0.0,0.0,0.0,0.0
utah,0.0,0.0,0.15384615384615385,0.5128205128205129
accounthomenewssportbusinessinnovationculturetravelearthvideolivemore,0.0,0.0,0.0,0.0
bowl,0.0,0.0,0.16666666666666666,0.5555555555555555
turnover,0.0,0.0,0.2222222222222222,0.7407407407407408
registered,0.0,0.0,0.25,0.8333333333333334
tilt,0.0,0.0,0.16666666666666666,0.5555555555555555
southeast,0.0,0.0,0.2,0.6666666666666666
request,0.0,0.0,0.25,0.8333333333333334
bumrah,0.0,0.0,0.0,0.0
shield,0.0,0.0,0.18181818181818182,0.6060606060606061
share,0.296,1.0,0.2222222222222222,1.1727407407407409
raptors,0.0,0.0,0.14285714285714285,0.4761904761904761
approach,0.0,0.0,0.15384615384615385,0.5128205128205129
whiz,0.0,0.0,0.2,0.6666666666666666
primed,0.0,0.0,0.3333333333333333,1.111111111111111
wizard,0.0,0.0,0.2,0.6666666666666666
refugee,0.0,0.0,0.16666666666666666,0.5555555555555555
charlotte,0.0,0.0,0.15384615384615385,0.5128205128205129
acquire,0.0,0.0,0.5,1.6666666666666667
jason,0.0,0.0,0.15384615384615385,0.5128205128205129
come through,0.0,0.0,0.0,0.0
no-hitter,0.0,-1.0,0.125,0.08333333333333333
instant classic,0.0,0.0,0.0,0.0
jãºnior,0.0,0.0,0.0,0.0
madridattributionfootballman,0.0,0.0,0.0,0.0
plots,0.0,0.0,0.15384615384615385,0.5128205128205129
keeping,0.0,0.0,0.18181818181818182,0.6060606060606061
diego,0.0,0.0,0.0,0.0
beat,0.0,0.0,0.2,0.6666666666666666
conduct,0.0,0.0,0.2,0.6666666666666666
royal,0.0,0.0,0.18181818181818182,0.6060606060606061
play,0.34,0.0,0.2,0.7799999999999999
advertising,0.0,0.0,0.2222222222222222,0.7407407407407408
salt,0.0,0.0,0.18181818181818182,0.6060606060606061
think,0.0,0.0,0.15384615384615385,0.5128205128205129
best,0.6369,3.0,0.18181818181818182,1.8183606060606061
urso,0.0,0.0,0.0,0.0
turn over,0.0,0.0,0.0,0.0
harm,-0.5423,-2.0,0.16666666666666666,-0.29187777777777785
clasp,0.0,0.0,0.15384615384615385,0.5128205128205129
take aback,0.0,0.0,0.0,0.0
stupor,0.0,0.0,0.18181818181818182,0.6060606060606061
young,0.0,0.0,0.18181818181818182,0.6060606060606061
editions,0.0,0.0,0.14285714285714285,0.4761904761904761
racingmixed,0.0,0.0,0.0,0.0
helpparental,0.0,0.0,0.0,0.0
unionsnookerswimmingtenniswinter,0.0,0.0,0.0,0.0
reserves,0.0,0.0,0.18181818181818182,0.6060606060606061
manager,0.0,0.0,0.16666666666666666,0.5555555555555555
supremacy,0.0516,0.0,0.2,0.6838666666666667
ineos,0.0,0.0,0.0,0.0
forward,0.0,0.0,0.16666666666666666,0.5555555555555555
artsmotorsportnetballolympic,0.0,0.0,0.0,0.0
game,0.0,0.0,0.2,0.6666666666666666
international,0.0,0.0,0.16666666666666666,0.5555555555555555
open,0.0,0.0,0.2,0.6666666666666666
buys,0.0,0.0,0.18181818181818182,0.6060606060606061
cushion,0.0,0.0,0.16666666666666666,0.5555555555555555
rules,0.0,0.0,0.18181818181818182,0.6060606060606061
arsenal,0.0,0.0,0.16666666666666666,0.5555555555555555
fallen,-0.3612,-2.0,0.4,0.5462666666666666
doggedness,0.0,0.0,0.2,0.6666666666666666
dirt,-0.34,-2.0,0.2,-0.11333333333333329
special,0.4019,0.0,0.2222222222222222,0.8747074074074074
quest,0.0,0.0,0.18181818181818182,0.6060606060606061
whether,0.0,0.0,0.0,0.0
butt,0.0,0.0,0.18181818181818182,0.6060606060606061
underdog,0.0,0.0,0.18181818181818182,0.6060606060606061
totalfollow,0.0,0.0,0.0,0.0
where,0.0,0.0,0.0,0.0
minsfootball,0.0,0.0,0.0,0.0
tenacity,0.0,0.0,0.2,0.6666666666666666
postponement,0.0,0.0,0.2222222222222222,0.7407407407407408
grizzlies,0.0,0.0,0.1111111111111111,0.3703703703703704
suggs,0.0,0.0,0.0,0.0
irish,0.0,0.0,0.2222222222222222,0.7407407407407408
conference,0.0,0.0,0.2,0.6666666666666666
separatist,0.0,0.0,0.2,0.6666666666666666
service,0.0,0.0,0.18181818181818182,0.6060606060606061
worst,-0.6249,-3.0,0.18181818181818182,-0.602239393939394
phoenix,0.0,0.0,0.14285714285714285,0.4761904761904761
midfielder,0.0,0.0,0.0,0.0
journey,0.0,0.0,0.15384615384615385,0.5128205128205129
news,0.0,0.0,0.2222222222222222,0.7407407407407408
limbsattributionbbc,0.0,0.0,0.0,0.0
broken,-0.4767,-1.0,0.3333333333333333,0.6188777777777776
shock absorber,-0.3818,-2.0,0.0,-0.7939333333333334
bring home the bacon,0.0,0.0,0.0,0.0
free,0.5106,1.0,0.25,1.3368666666666666
discompose,0.0,0.0,0.3333333333333333,1.111111111111111
caretaker,0.0,0.0,0.16666666666666666,0.5555555555555555
retort,0.0,0.0,0.18181818181818182,0.6060606060606061
sees,0.0,0.0,0.16666666666666666,0.5555555555555555
việt,0.0,0.0,0.0,0.0
gave,0.0,0.0,0.5,1.6666666666666667
france,0.0,0.0,0.15384615384615385,0.5128205128205129
celebrates,0.5719,3.0,0.5,2.8573
friend,0.4939,1.0,0.2222222222222222,1.2387074074074074
hits,0.0,0.0,0.16666666666666666,0.5555555555555555
sites,0.0,0.0,0.18181818181818182,0.6060606060606061
record-breaking match,0.0,0.0,0.0,0.0
clench,0.0,0.0,0.14285714285714285,0.4761904761904761
preferences,0.0,0.0,0.2,0.6666666666666666
traumatize,-0.5267,0.0,0.25,0.6577666666666667
nuggets,0.0,0.0,0.2222222222222222,0.7407407407407408
shows,0.0,0.0,0.16666666666666666,0.5555555555555555
leaguerugby,0.0,0.0,0.0,0.0
resources,0.0,0.0,0.2222222222222222,0.7407407407407408
knocked,0.0,0.0,0.3333333333333333,1.111111111111111
company,0.0,0.0,0.2,0.6666666666666666
vietnam,0.0,0.0,0.15384615384615385,0.5128205128205129
retirement,0.0,0.0,0.2222222222222222,0.7407407407407408
tenaciousness,0.0,0.0,0.2,0.6666666666666666
every,0.0,0.0,0.5,1.6666666666666667
exposed,-0.0772,-1.0,0.2857142857142857,0.5933142857142856
going,0.0,0.0,0.2222222222222222,0.7407407407407408
gain,0.5267,2.0,0.25,1.6755666666666666
about,0.0,0.0,0.5,1.6666666666666667
lake,0.0,0.0,0.25,0.8333333333333334
legendary match,0.0,0.0,0.0,0.0
hat-trick,0.0,0.0,0.0,0.0
hold,0.0,0.0,0.16666666666666666,0.5555555555555555
give,0.0,0.0,0.2,0.6666666666666666
prepare,0.0,0.0,0.4,1.3333333333333333
those,0.0,0.0,0.0,0.0
bbchomenewssportbusinessinnovationculturetravelearthvideoliveclose,0.0,0.0,0.0,0.0
roundattributionfa,0.0,0.0,0.0,0.0
timeline,0.0,0.0,0.16666666666666666,0.5555555555555555
grip,0.0,0.0,0.16666666666666666,0.5555555555555555
return,0.0,0.0,0.18181818181818182,0.6060606060606061
clutch bag,0.0,0.0,0.0,0.0
cookies,0.0,0.0,0.18181818181818182,0.6060606060606061
comeback,0.0,0.0,0.18181818181818182,0.6060606060606061
ricketson,0.0,0.0,0.0,0.0
greats,0.0,0.0,0.2,0.6666666666666666
mixed,0.0,0.0,0.3333333333333333,1.111111111111111
mardi,0.0,0.0,0.0,0.0
external,0.0,0.0,0.15384615384615385,0.5128205128205129
will,0.0,0.0,0.2,0.6666666666666666
bowl over,0.0,0.0,0.0,0.0
knowmore,0.0,0.0,0.0,0.0
protagonist,0.0,0.0,0.2,0.6666666666666666
españa,0.0,0.0,0.0,0.0
leagueeuropean,0.0,0.0,0.0,0.0
blow,0.0,0.0,0.15384615384615385,0.5128205128205129
away,0.0,0.0,0.5,1.6666666666666667
doncic,0.0,0.0,0.0,0.0
tracker,0.0,0.0,0.16666666666666666,0.5555555555555555
prizewinning,0.6124,0.0,0.5,1.8708
boss,0.0,0.0,0.16666666666666666,0.5555555555555555
gloat,0.0,0.0,0.16666666666666666,0.5555555555555555
fever,0.0,-2.0,0.18181818181818182,-0.06060606060606055
rosters,0.0,0.0,0.18181818181818182,0.6060606060606061
useabout,0.0,0.0,0.0,0.0
blotch,0.0,0.0,0.18181818181818182,0.6060606060606061
